"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-14","1.0",",,S",,,"7.3","H,,S","12.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-15","0.0",",,S",,,"7.1","H,,S","10.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-16","0.0",",,S",,,"10.2","H,,S","14.3",",,S","3.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-17","0.0",",,S",,,"12.6","H,,S","15.0",",,S","6.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-18","14.5",",,S",,,"10.0","H,,S","14.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-19","2.5",",,S",,,"5.4","H,,S","9.7",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-20","2.0",",,S",,,"4.3","H,,S","9.7",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-21","0.0",",,S",,,"5.7","H,,S","7.0",",,S","2.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-22","0.0",",,S",,,"8.6","H,,S","12.0",",,S","4.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-23","0.0",",,S",,,"4.7","H,,S","12.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-24","3.6",",,S","41.0",",,S","-1.7","H,,S","1.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-25","12.4",",,S","109.0",",,S","2.8","H,,S","4.8",",,S","-5.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-26","0.0",",,S","30.0",",,S","5.7","H,,S","8.5",",,S","1.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-27","0.5",",,S",,,"10.0","H,,S","14.0",",,S","3.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-28","0.0",",,S",,,"13.9","H,,S","16.1",",,S","7.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-29","56.9",",,S",,,"16.0","H,,S","19.7",",,S","12.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-30","30.0",",,S",,,"11.9","H,,S","16.7",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-01-31","0.0",",,S",,,"11.5","H,,S","17.5",",,S","7.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-01","0.0",",,S",,,"7.6","H,,S","9.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-02","0.0",",,S",,,"6.3","H,,S","12.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-03","0.0",",,S",,,"7.1","H,,S","13.6",",,S","2.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-04","0.0",",,S",,,"8.9","H,,S","13.8",",,S","2.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-05","0.0",",,S",,,"8.3","H,,S","14.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-06","0.0",",,S",,,"7.0","H,,S","11.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-07","0.0",",,S",,,"6.2","H,,S","12.7",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-08","0.0",",,S",,,"9.1","H,,S","13.9",",,S","2.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-09","0.0",",,S",,,"9.7","H,,S","15.9",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-10","0.0",",,S",,,"10.1","H,,S","17.7",",,S","4.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-11","0.0",",,S",,,"15.3","H,,S","17.8",",,S","4.6",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-12","0.0",",,S",,,"17.1","H,,S","17.8",",,S","14.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-13","4.6",",,S",,,"18.8","H,,S","21.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-14","16.5",",,S",,,"9.5","H,,S","14.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-15","0.5",",,S",,,"4.9","H,,S",,,,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-16","2.5",",,S",,,"5.8","H,,S","8.2",",,S","1.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-17","2.5",",,S",,,"7.6","H,,S","12.6",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-18","0.0",",,S",,,"9.3","H,,S",,,"4.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-19","0.0",",,S",,,"13.7","H,,S","17.3",",,S","5.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-20","52.6",",,S",,,"11.6","H,,S","16.3",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-21","3.6",",,S",,,"8.6","H,,S","13.9",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-22","0.0",",,S",,,"10.7","H,,S","13.0",",,S","5.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-23","28.4",",,S",,,"10.4","H,,S","13.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-24","4.1",",,S",,,"7.6","H,,S","13.9",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-25","0.0",",,S",,,"6.7","H,,S","13.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-26","0.0",",,S",,,"8.6","H,,S","14.5",",,S","2.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-27","0.0",",,S",,,"10.7","H,,S","15.8",",,S","5.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-28","0.0",",,S",,,"13.5","H,,S","18.2",",,S","6.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-02-29","0.0",",,S",,,"6.6","H,,S","12.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-01",,,,,"5.0","H,,S",,,,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-02","0.0",",,S",,,"8.6","H,,S","15.3",",,S","1.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-03",,,,,"12.5","H,,S","17.4",",,S","4.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-04","0.0",",,S",,,"16.2","H,,S","20.7",",,S","8.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-05","0.0",",,S",,,"18.4","H,,S","21.3",",,S","12.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-06","0.0",",,S",,,"18.8","H,,S","22.3",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-07","0.0",",,S",,,"18.0","H,,S","24.0",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-08","0.0",",,S",,,"18.0","H,,S","21.8",",,S","13.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-09","36.6",",,S",,,"13.5","H,,S","21.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-10","30.0",",,S",,,"11.2","H,,S","15.6",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-11","0.0",",,S",,,"8.4","H,,S","15.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-12","0.0",",,S",,,"9.5","H,,S","15.4",",,S","4.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-13","0.0",",,S",,,"11.5","H,,S","14.3",",,S","5.6",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-14","25.9",",,S",,,"10.7","H,,S","16.8",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-15","0.0",",,S",,,"10.9","H,,S","15.5",",,S","6.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-16","0.0",",,S",,,"13.2","H,,S","18.4",",,S","7.5",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-17","1.5",",,S",,,"17.4","H,,S","21.6",",,S","9.7",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-18","2.5",",,S",,,"17.0","H,,S",,,"15.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-19","85.6",",,S",,,"16.1","H,,S","21.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-20","0.0",",,S",,,"14.8","H,,S","21.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-21","0.0",",,S",,,"13.4","H,,S","18.6",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-22","0.0",",,S",,,"15.7","H,,S","19.8",",,S","8.5",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-23",,,,,"12.0","H,,S","16.0",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-24","0.5","B,,S",,,"13.4","H,,S","20.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-25","0.0",",,S",,,"10.6","H,,S","14.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-26","0.0",",,S",,,"12.8","H,,S","18.5",",,S","6.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-27","0.0",",,S",,,"10.9","H,,S","16.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-28","0.0",",,S",,,"12.4","H,,S","18.8",",,S","6.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-29","0.0",",,S",,,"15.4","H,,S","20.0",",,S","7.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-30","0.0",",,S",,,"14.6","H,,S","17.2",",,S","12.7",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-03-31","3.6",",,S",,,"15.2","H,,S",,,"13.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-01","32.5",",,S",,,"17.3","H,,S","22.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-02","0.0",",,S",,,"20.3","H,,S","24.0",",,S","13.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-03","0.0",",,S",,,"19.6","H,,S","23.3",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-04","25.4",",,S",,,"17.7","H,,S","21.3",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-05","0.0",",,S",,,"16.8","H,,S","22.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-06","0.0",",,S",,,"19.6","H,,S",,,"13.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-07","6.6",",,S",,,"20.2","H,,S","26.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-08","10.4",",,S",,,"17.1","H,,S","20.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-09","0.5",",,S",,,"18.3","H,,S","21.1",",,S","14.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-10","3.6",",,S",,,"16.5","H,,S","19.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-11","4.1",",,S",,,"18.4","H,,S","23.1",",,S","14.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-12","0.0",",,S",,,"17.8","H,,S","21.0",",,S","15.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-13","0.0",",,S",,,"18.6","H,,S","20.5",",,S","15.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-14","1.5",",,S",,,"20.9","H,,S","28.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-15","0.0",",,S",,,"19.9","H,,S","25.0",",,S","14.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-16","0.0",",,S",,,"19.9","H,,S","22.6",",,S","15.6",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-17","55.9",",,S",,,"17.2","H,,S","23.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-18","0.0",",,S",,,"13.3","H,,S","16.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-19","0.0",",,S",,,"17.5","H,,S","24.7",",,S","9.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-20","0.0",",,S",,,"20.4","H,,S","24.5",",,S","12.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-21","13.5",",,S",,,"20.6","H,,S","24.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-22","61.0",",,S",,,"19.0","H,,S","26.0",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-23","0.0",",,S",,,"15.4","H,,S","18.3",",,S","14.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-24","20.6",",,S",,,"16.0","H,,S",,,"14.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-25","41.9",",,S",,,"18.7","H,,S",,,"15.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-26","25.4",",,S",,,"20.4","H,,S","23.2",",,S","18.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-27","17.5",",,S",,,"19.5","H,,S","21.7",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-28","14.0",",,S",,,"17.3","H,,S","22.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-29","0.0",",,S",,,"18.0","H,,S","25.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-04-30","0.0",",,S",,,"18.9","H,,S","24.5",",,S","12.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-01","0.0",",,S",,,"20.5","H,,S","25.6",",,S","14.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-02","0.0",",,S",,,"22.2","H,,S","26.7",",,S","16.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-03","0.0",",,S",,,"17.9","H,,S","22.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-04","35.6",",,S",,,"20.4","H,,S","25.2",",,S","12.5",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-05","0.0",",,S",,,"21.2","H,,S","25.3",",,S","16.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-06","15.0",",,S",,,"19.7","H,,S",,,"17.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-07","19.6",",,S",,,"21.1","H,,S","27.8",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-08","1.5",",,S",,,"18.8","H,,S","20.2",",,S","16.5",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-09","89.4",",,S",,,"21.7","H,,S","22.7",",,S","18.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-10","34.0",",,S",,,"21.2","H,,S","25.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-11","59.9",",,S",,,"19.3","H,,S","25.1",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-12","0.0",",,S",,,"21.3","H,,S","26.3",",,S","14.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-13","0.0",",,S",,,"21.5","H,,S","27.3",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-14","0.0",",,S",,,"23.2","H,,S","26.1",",,S","17.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-15","0.0",",,S",,,"24.1","H,,S","26.9",",,S","21.5",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-16","0.0",",,S",,,"16.7","H,,S","23.9",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-17","28.4",",,S",,,"19.7","H,,S","26.1",",,S","12.6",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-18","0.0",",,S",,,"22.7","H,,S","27.2",",,S","14.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-19","0.0",",,S",,,"23.7","H,,S","28.1",",,S","19.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-20","0.0",",,S",,,"23.6","H,,S","28.4",",,S","21.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-21","0.0",",,S",,,"23.6","H,,S","27.9",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-22","0.0",",,S",,,"23.9","H,,S","28.4",",,S","20.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-23","0.0",",,S",,,"24.4","H,,S","27.9",",,S","21.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-24","0.0",",,S",,,"23.4","H,,S","26.3",",,S","21.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-25","9.9",",,S",,,"24.3","H,,S","26.4",",,S","22.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-26","1.0",",,S",,,"24.3","H,,S","28.7",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-27","0.0",",,S",,,"22.6","H,,S","29.6",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-28","8.9",",,S",,,"20.8","H,,S","21.6",",,S","19.5",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-29","24.9",",,S",,,"22.2","H,,S","23.9",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-30","14.0",",,S",,,"23.4","H,,S","30.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-05-31","0.0",",,S",,,"24.1","H,,S","29.7",",,S","19.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-01","0.0",",,S",,,"19.8","H,,S","22.0",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-02","1.5",",,S",,,"22.4","H,,S","27.4",",,S","16.6",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-03","0.0",",,S",,,"23.5","H,,S","27.0",",,S","18.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-04","2.5",",,S",,,"21.1","H,,S","22.6",",,S","19.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-05","7.9",",,S",,,"21.8","H,,S",,,"20.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-06","2.0",",,S",,,"23.3","H,,S","25.6",",,S","20.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-07","1.0",",,S",,,"24.5","H,,S","30.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-08","0.0",",,S",,,"25.1","H,,S","28.3",",,S","20.6",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-09","0.0",",,S",,,"25.9","H,,S","29.5",",,S","22.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-10","0.0",",,S",,,"26.7","H,,S","30.9",",,S","23.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-11","0.0",",,S",,,"26.1","H,,S","29.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-12","20.6",",,S",,,"24.1","H,,S","25.6",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-13","60.5",",,S",,,"23.8","H,,S","25.1",",,S","23.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-14","12.4",",,S",,,"25.8","H,,S","29.3",",,S","22.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-15","0.0",",,S",,,"26.2","H,,S","30.5",",,S","22.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-16","33.0",",,S",,,"23.2","H,,S","26.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-17","59.9",",,S",,,"23.5","H,,S","26.8",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-18","0.5",",,S",,,"26.5","H,,S","29.9",",,S","21.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-19","104.4",",,S",,,"26.0","H,,S","28.6",",,S","22.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-20","79.5",",,S",,,"27.4","H,,S","30.3",",,S","25.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-21","13.0",",,S",,,"26.8","H,,S","28.8",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-22","32.5",",,S",,,"28.9","H,,S","32.4",",,S","25.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-23","1.5",",,S",,,"27.7","H,,S","31.8",",,S","25.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-24","1.5",",,S",,,"28.7","H,,S","32.6",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-25","0.5",",,S",,,"20.9","H,,S","25.0",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-26","2.5",",,S",,,"24.2","H,,S","29.8",",,S","18.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-27","2.5",",,S",,,"22.6","H,,S",,,,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-28","116.6",",,S",,,"25.8","H,,S","28.3",",,S","21.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-29","118.1",",,S",,,"24.3","H,,S","26.8",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-06-30","93.5",",,S",,,"24.1","H,,S","25.8",",,S","23.1",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-01","5.6",",,S",,,"27.3","H,,S","30.0",",,S","23.0",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-02","0.5",",,S",,,"28.7","H,,S","32.5",",,S","25.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-03","6.6",",,S",,,"29.7","H,,S","34.4",",,S","26.6",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-04","0.0",",,S",,,"29.1","H,,S","33.5",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-05","0.0",",,S",,,"29.5","H,,S","33.4",",,S","25.8",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-06","0.0",",,S",,,"29.2","H,,S","33.7",",,S","25.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-07","0.0",",,S",,,"26.9","H,,S","32.2",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-08","70.6",",,S",,,"25.6","H,,S",,,"23.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-09","161.0",",,S",,,"26.1","H,,S","27.9",",,S","24.5",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-10","72.9",",,S",,,"26.4","H,,S","28.6",",,S","24.9",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-11","37.1",",,S",,,"28.3","H,,S","30.0",",,S","25.6",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-12","21.6",",,S",,,"29.3","H,,S","33.4",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-13","20.1",",,S",,,"29.0","H,,S","31.6",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-14","24.4",",,S",,,"26.9","H,,S","30.3",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-15","25.9",",,S",,,"28.4","H,,S",,,"23.5",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-16","1.0",",,S",,,"29.2","H,,S","32.3",",,S","26.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-17","28.4",",,S",,,"28.1","H,,S","32.6",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-18","0.0",",,S",,,"29.2","H,,S","34.3",",,S","25.3",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-19","0.0",",,S",,,"29.9","H,,S","33.6",",,S","26.2",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-20",,,,,"27.0","H,,S","33.0",",,S",,
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-21",,,,,"29.2","H,,S","34.9",",,S","24.4",",,S"
"JA000047827","KAGOSHIMA, JA","31.55","130.55","32.0","2016-07-22","0.0",",,S",,,"29.8","H,,S","34.7",",,S","25.1",",,S"
